pair,model,experiment_id,step,sample,metric,region,value,value_norm,comparability
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,6.444408,0.8400990221626617,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.00695975,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00023074,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.00296943,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,mouth,0.83957672,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,upper_face,0.95992291,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,full,0.91094238,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,mouth,0.12574591,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,full,0.08196798,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sharpness,mouth,16.0852,1.2479885793201904,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lmd,mouth,7.308602,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,7.461238,1.2103671346084528,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,13,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,6.645887,0.8663640120401356,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,14,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.00658616,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,14,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00022513,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,14,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.00281406,,normalized_only
